episodenbr,title,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,summary
711,New Earth,Sat,15 Apr 2006,7:16pm,00:44:05,8.62m,40.2%,85.0,9,
712,Tooth and Claw,Sat,22 Apr 2006,7:18pm,00:44:30,9.24m,42.9%,83.0,10,
713,School Reunion,Sat,29 Apr 2006,7:23pm,00:44:10,8.31m,41.6%,85.0,12,
714,The Girl in the Fireplace,Sat,6 May 2006,6:59pm,00:44:40,7.90m,38.1%,84.0,13,
715,Rise of the Cybermen,Sat,13 May 2006,7:23pm,00:46:05,9.22m,43.7%,86.0,6,"On a parallel Earth where Rose's parents remained together, the Doctor sees a terrifying enemy reborn... The Cybermen are coming!"
716,The Age of Steel,Sat,20 May 2006,6:38pm,00:45:50,7.64m,37.8%,86.0,15,The Cybermen take control of London and start converting the populace. It looks like even the Doctor is beaten...
717,The Idiot's Lantern,Sat,27 May 2006,7:00pm,00:45:10,6.76m,33.4%,84.0,18,
718,The Impossible Planet,Sat,3 Jun 2006,7:00pm,00:45:20,6.32m,41.0%,85.0,18,"The Doctor and Rose land in a base on an 'impossible planet'. But the TARDIS is missing, there's a killer in the base, and who are the Ood?"
719,The Satan Pit,Sat,10 Jun 2006,7:01pm,00:47:10,6.08m,38.0%,86.0,19,"As Rose battles the murderous Ood, the Doctor must grapple with a monster that challenges his every belief: the Beast."
720,Love & Monsters,Sat,17 Jun 2006,7:00pm,00:45:05,6.66m,39.7%,76.0,15,
721,Fear Her,Sat,24 Jun 2006,7:02pm,00:43:50,7.14m,41.2%,83.0,20,
722,Army of Ghosts,Sat,1 Jul 2006,7:01pm,00:43:20,8.19m,45.1%,86.0,7,"The Cybermen have invaded Earth, but the Doctor and Torchwood are about to confront an even greater threat."
723,Doomsday,Sat,8 Jul 2006,6:59pm,00:46:25,8.22m,44.5%,89.0,8,"As the human race is caught in a war between Daleks and Cybermen, the Doctor faces losing Rose."
724,The Runaway Bride,Mon,25 Dec 2006,7:00pm,01:00:00,9.38m,37.9%,84.0,10,
725,Smith and Jones,Sat,31 Mar 2007,7:00pm,00:44:25,8.71m,40.7%,88.0,9,The script is available to read from the BBC Writers Room.
726,The Shakespeare Code,Sat,7 Apr 2007,6:59pm,00:45:35,7.23m,36.9%,87.0,14,
727,Gridlock,Sat,14 Apr 2007,7:40pm,00:44:58,8.40m,40.4%,85.0,7,
728,Daleks in Manhattan,Sat,21 Apr 2007,6:36pm,00:46:55,6.69m,36.4%,87.0,18,The Doctor finds his oldest enemies at work on top of the Empire State Building when he and Martha travel to 1930s New York.
729,Evolution of the Daleks,Sat,28 Apr 2007,6:44pm,00:46:25,6.97m,39.2%,85.0,17,"As a new Dalek Empire rises in 1930s New York, the Doctor must enter an unholy alliance."
730,The Lazarus Experiment,Sat,5 May 2007,7:00pm,00:43:00,7.19m,38.8%,86.0,12,
731,42,Sat,19 May 2007,7:15pm,00:45:25,7.41m,37.1%,84.0,16,"As a spaceship hurtles towards the sun, the Doctor and Martha have only 42 minutes to save the day!"
732,Human Nature,Sat,26 May 2007,7:11pm,00:45:00,7.74m,38.0%,86.0,13,
733,The Family of Blood,Sat,2 Jun 2007,7:12pm,00:42:55,7.21m,40.9%,86.0,13,
734,Blink,Sat,9 Jun 2007,7:10pm,00:43:40,6.62m,38.4%,87.0,16,
735,Utopia,Sat,16 Jun 2007,7:15pm,00:45:50,7.84m,38.2%,87.0,14,
736,The Sound of Drums,Sat,23 Jun 2007,7:15pm,00:46:10,7.51m,40.0%,87.0,11,
737,Last of the Time Lords,Sat,30 Jun 2007,7:05pm,00:51:25,8.61m,40.6%,88.0,10,
738,Voyage of the Damned,Tue,25 Dec 2007,6:51pm,01:11:50,13.31m,51.6%,85.0,2,
739,Partners in Crime,Sat,5 Apr 2008,6:19pm,00:48:30,9.14m,41.3%,88.0,10,
740,The Fires of Pompeii,Sat,12 Apr 2008,6:46pm,00:48:15,9.04m,38.8%,87.0,10,
741,Planet of the Ood,Sat,19 Apr 2008,6:19pm,00:43:35,7.50m,35.2%,87.0,12,
742,The Sontaran Stratagem,Sat,26 Apr 2008,6:19pm,00:44:30,7.06m,36.9%,87.0,17,
743,The Poison Sky,Sat,3 May 2008,6:19pm,00:44:40,6.53m,34.3%,88.0,18,
744,The Doctor's Daughter,Sat,10 May 2008,6:44pm,00:45:10,7.33m,40.1%,88.0,10,
745,The Unicorn and the Wasp,Sat,17 May 2008,6:58pm,00:44:40,8.41m,37.8%,86.0,7,
746,Silence in the Library,Sat,31 May 2008,7:02pm,00:43:00,6.27m,27.7%,89.0,27,
747,Forest of the Dead,Sat,7 Jun 2008,7:00pm,00:45:20,7.84m,42.1%,89.0,10,
748,Midnight,Sat,14 Jun 2008,7:10pm,00:43:50,8.05m,39.8%,86.0,5,
749,Turn Left,Sat,21 Jun 2008,6:38pm,00:49:25,8.09m,38.1%,88.0,4,
750,The Stolen Earth,Sat,28 Jun 2008,7:11pm,00:45:40,8.78m,42.1%,91.0,2,
751,Journey's End,Sat,5 Jul 2008,6:40pm,01:03:05,10.57m,48.7%,91.0,1,
752,The Next Doctor,Thu,25 Dec 2008,6:00pm,01:00:40,13.10m,52.1%,86.0,2,
753,Planet of the Dead,Sat,11 Apr 2009,6:44pm,00:58:55,9.74m,41.7%,88.0,5,"A London bus takes a detour to an alien world, but can the Doctor defeat the Swarm?"
754,The Waters of Mars,Sun,15 Nov 2009,6:59pm,01:02:05,10.32m,35.3%,88.0,5,"Mars, 2059. Bowie Base One. Last recorded message: 'Don't drink the water. Not one drop.'"
755,The End of Time: Part One,Fri,25 Dec 2009,5:59pm,00:59:35,12.04m,44.7%,87.0,1,
756,The End of Time: Part Two,Fri,1 Jan 2010,6:41pm,01:12:35,12.27m,40.0%,89.0,1,
757,The Eleventh Hour,Sat,3 Apr 2010,6:21pm,01:02:35,10.08m,39.7%,86.0,3,
758,The Beast Below,Sat,10 Apr 2010,6:20pm,00:41:25,8.42m,38.9%,86.0,10,
759,Victory of the Daleks,Sat,17 Apr 2010,6:29pm,00:41:15,7.82m,37.4%,84.0,11,
760,The Time of Angels,Sat,24 Apr 2010,6:23pm,00:40:55,8.59m,41.2%,87.0,8,
761,Flesh and Stone,Sat,1 May 2010,6:27pm,00:41:40,8.50m,38.2%,86.0,11,
762,The Vampires of Venice,Sat,8 May 2010,5:59pm,00:47:25,7.68m,34.8%,86.0,12,
763,Amy's Choice,Sat,15 May 2010,6:24pm,00:43:25,7.55m,37.4%,84.0,13,
764,The Hungry Earth,Sat,22 May 2010,6:18pm,00:42:50,6.49m,39.8%,86.0,19,The reptilian Silurians are the former rulers of Earth. A drilling project awakens them - and now they want their planet back!
765,Cold Blood,Sat,29 May 2010,7:01pm,00:44:55,7.49m,31.9%,86.0,9,Mankind and the Silurians teeter on the brink of all-out war. Can the Doctor ensure the two species' survival?
766,Vincent and the Doctor,Sat,5 Jun 2010,6:41pm,00:46:05,6.76m,35.5%,86.0,17,
767,The Lodger,Sat,12 Jun 2010,6:47pm,00:41:15,6.44m,28.5%,87.0,20,
768,The Pandorica Opens,Sat,19 Jun 2010,6:39pm,00:48:40,7.58m,37.1%,88.0,10,"The Doctor confronts an army of old enemies, and Amy battles a Cyberman. And then the Pandorica opens..."
769,The Big Bang,Sat,26 Jun 2010,6:06pm,00:53:40,6.70m,36.9%,89.0,10,"The Stone Dalek closes in on the Doctor, and reality's last hope is a little girl who still believes in stars."
770,A Christmas Carol,Sat,25 Dec 2010,6:01pm,01:02:04,12.11m,41.8%,83.0,4,The Doctor has one hour to save a crashing spaceship and a miser's soul - but what lurks in the fog?
771,The Impossible Astronaut,Sat,23 Apr 2011,6:01pm,00:43:45,8.86m,43.3%,88.0,6,
772,Day of the Moon,Sat,30 Apr 2011,6:00pm,00:46:14,7.30m,36.7%,87.0,15,
773,The Curse of the Black Spot,Sat,7 May 2011,6:15pm,00:44:51,7.85m,35.5%,86.0,11,
774,The Doctor's Wife,Sat,14 May 2011,6:30pm,00:45:51,7.97m,34.7%,87.0,22,
775,The Rebel Flesh,Sat,21 May 2011,6:45pm,00:43:19,7.35m,34.1%,85.0,13,
776,The Almost People,Sat,28 May 2011,6:45pm,00:45:08,6.72m,29.5%,86.0,21,
777,A Good Man Goes to War,Sat,4 Jun 2011,6:40pm,00:48:12,7.51m,31.0%,88.0,21,
778,Let's Kill Hitler,Sat,27 Aug 2011,7:09pm,00:48:08,8.10m,33.3%,85.0,11,
779,Night Terrors,Sat,3 Sep 2011,7:01pm,00:42:34,7.07m,29.8%,86.0,19,
780,The Girl Who Waited,Sat,10 Sep 2011,7:14pm,00:46:02,7.60m,38.8%,85.0,13,
781,The God Complex,Sat,17 Sep 2011,7:11pm,00:47:54,6.77m,28.3%,86.0,18,
782,Closing Time,Sat,24 Sep 2011,7:10pm,00:45:11,6.93m,29.4%,86.0,20,
783,The Wedding of River Song,Sat,1 Oct 2011,7:05pm,00:45:22,7.67m,32.0%,86.0,16,
784,"The Doctor, The Widow and the Wardrobe",Sun,25 Dec 2011,6:59pm,00:58:22,10.77m,37.3%,84.0,3,
785,Asylum of the Daleks,Sat,1 Sep 2012,7:21pm,00:48:50,8.33m,34.4%,89.0,6,
786,Dinosaurs on a Spaceship,Sat,8 Sep 2012,7:36pm,00:45:10,7.57m,31.9%,87.0,9,
787,A Town Called Mercy,Sat,15 Sep 2012,7:36pm,00:44:10,8.42m,33.4%,85.0,9,
788,The Power Of Three,Sat,22 Sep 2012,7:31pm,00:41:15,7.67m,31.8%,87.0,13,
789,The Angels Take Manhattan,Sat,29 Sep 2012,7:20pm,00:44:15,7.82m,32.0%,88.0,13,
790,The Snowmen,Tue,25 Dec 2012,5:14pm,00:59:44,9.87m,38.8%,87.0,9,"Christmas special. The Doctor turns his back on the universe after 
losing Amy and Rory, and lives a reclusive life in Victorian London. As 
Christmas approaches, he is drawn back into action by a trio of old 
friends and a plucky governess, and discovers an icy new threat to the 
world. Starring Matt Smith and Jenna Coleman, and guest starring Richard
 E Grant, with the voice of Ian McKellen."
791,The Bells of Saint John,Sat,30 Mar 2013,6:14pm,00:45:24,8.44m,35.8%,87.0,8,
792,The Rings of Akhaten,Sat,6 Apr 2013,6:15pm,00:43:44,7.45m,34.8%,84.0,16,
793,Cold War,Sat,13 Apr 2013,6:03pm,00:41:37,7.37m,31.4%,84.0,15,
794,Hide,Sat,20 Apr 2013,6:44pm,00:44:44,6.61m,29.2%,85.0,19,
795,Journey to the Centre of the TARDIS,Sat,27 Apr 2013,6:29pm,00:44:42,6.52m,30.2%,85.0,21,"The TARDIS has crashed, Clara is lost inside, and the Doctor has 30 minutes before his ship explodes!"
796,The Crimson Horror,Sat,4 May 2013,6:29pm,00:44:40,6.47m,31.5%,85.0,20,
797,Nightmare in Silver,Sat,11 May 2013,7:01pm,00:44:32,6.64m,27.1%,84.0,22,
798,The Name of the Doctor,Sat,18 May 2013,6:59pm,00:44:20,7.45m,31.7%,88.0,10,
799,The Day of The Doctor,Sat,23 Nov 2013,7:50pm,01:16:44,12.80m,40.9%,88.0,1,"Matt Smith and David Tennant star in the 50th anniversary special, as a mystery at the national gallery in the present day and an invasion of shape-shifting aliens in Elizabethan times bring two incarnations of the time lord together. A greater crisis looms with the arrival of a mysterious third Doctor, who is facing a battle for the fate of the universe and the most terrible decision of his many lives. With Jenna Coleman, and guest starring John Hurt, Billie Piper and Joanna Page."
800,The Time of the Doctor,Wed,25 Dec 2013,7:30pm,01:01:00,11.14m,35.3%,83.0,3,"Orbiting a quiet backwater planet, the massed forces of the universes deadliest species gather, drawn to a mysterious message that echoes out to the stars - and amongst them, the Doctor.

Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.
"
301,The Dæmons: Episode Three,Sat,5 Jun 1971,6:11pm,00:24:27,8.10m,,,34,"The Doctor attempts to help the Brigadier penetrate the heat barrier, but is attacked by the Master's servant in a helicopter. The Master prepares to summon the Daemon Azal."
302,The Dæmons: Episode Four,Sat,12 Jun 1971,6:11pm,00:24:25,8.10m,,,24,"The Doctor is captured by the villagers who are under the Master's control. Jo goes to the church to prevent the Master from summoning Azal for the final time, but is too late."
303,The Dæmons: Episode Five,Sat,19 Jun 1971,6:10pm,00:24:04,8.30m,,,17,"UNIT have penetrated the heat barrier and launch an attack on the gargoyle, Bok. In the cavern, the Daemon Azal confronts the Doctor and the Master to decide the fate of mankind."
304,Day of the Daleks: Episode One,Sat,1 Jan 1972,5:52pm,00:23:36,9.80m,,,36,"When Sir Reginald Styles claims to have seen a ghost, UNIT is called in. The Doctor and Jo spend the night at Styles' house and become the target of an assassin."
305,Day of the Daleks: Episode Two,Sat,8 Jan 1972,5:53pm,00:23:52,10.40m,,,29,"A captive of the guerrillas, the Doctor discovers they intend to change history. Jo is transported to the 22nd Century where she unwittingly gives vital information to the Daleks."
306,Day of the Daleks: Episode Three,Sat,15 Jan 1972,5:50pm,00:24:18,9.10m,,,38,"The Doctor arrives in a bleak future where Earth is ruled by the Daleks and mankind is enslaved. Rescuing Jo, the two escape but the brutish Ogrons are in pursuit."
307,Day of the Daleks: Episode Four,Sat,22 Jan 1972,5:51pm,00:24:17,9.10m,,,40,The Controller betrays the Daleks and is exterminated. The Daleks travel back in time to the 20th Century to ensure that the peace conference fails.
308,The Curse of Peladon: Episode One,Sat,29 Jan 1972,5:51pm,00:24:32,10.30m,,,36,"The planet Peladon is hoping to join the Galactic Federation. But King Peladon's Chancellor has been murdered and it seems that the legendary royal beast, Aggedor, is to blame."
309,The Curse of Peladon: Episode Two,Sat,5 Feb 1972,5:51pm,00:24:33,11.00m,,,20,"The work of the committee is hampered by sabotage, fear and suspicion. The Doctor knows the Ice Warriors of old and believes that they may be the guilty party."
310,The Curse of Peladon: Episode Three,Sat,12 Feb 1972,5:53pm,00:24:21,7.80m,,,49,"The Doctor is sentenced to a fight to the death in the pit with the King's champion, Grun. But the saboteur and killer is still at large."
311,The Curse of Peladon: Episode Four,Sat,19 Feb 1972,5:50pm,00:24:16,8.40m,,,27,"Hepesh, supported by the delegate from Arcturus, is revealed to be behind the attacks. Arcturus is killed but Hepesh escapes to rouse a rebellion against the King."
312,The Sea Devils: Episode One,Sat,26 Feb 1972,5:50pm,00:24:40,6.40m,,,76,The Doctor and Jo visit the Master who is held prisoner on an island. There they learn that several ships have recently been sunk in the area and the Doctor decides to investigate.
313,The Sea Devils: Episode Two,Sat,4 Mar 1972,5:52pm,00:24:30,9.70m,,,26,The Doctor is eager to make peace between the Sea Devils and the humans but has discovered that the Master is up to his old tricks.
314,The Sea Devils: Episode Three,Sat,11 Mar 1972,5:49pm,00:24:05,8.30m,,,45,Jo attempts to rescue the Doctor who is being held prisoner by the Master and Trenchard. The Master plans to summon the Sea Devils from beneath the waves.
315,The Sea Devils: Episode Four,Sat,18 Mar 1972,5:50pm,00:24:21,7.80m,,,40,"The Doctor attempts to persuade Captain Hart of the danger that the Master represents. Eager to make contact with the Sea Devils, the Doctor journeys deep into the ocean."
316,The Sea Devils: Episode Five,Sat,25 Mar 1972,5:45pm,00:24:53,8.30m,,,39,"The Doctor is captured by the Sea Devils and taken to their undersea base. There he tries to make peace with the creatures, but his efforts are thwarted by the Navy."
317,The Sea Devils: Episode Six,Sat,1 Apr 1972,5:51pm,00:25:24,8.50m,,,47,The Sea Devils come to the surface and attack the Naval base. The Doctor is forced to create a machine that will awaken the creatures across the entire world.
318,The Mutants: Episode One,Sat,8 Apr 1972,5:51pm,00:24:25,9.10m,,,29,The Time Lords send the Doctor to a Skybase above the planet Solos in the 30th Century. The Marshal of the Skybase is determined to prevent Solos achieving independence from Earth.
319,The Mutants: Episode Two,Sat,15 Apr 1972,5:51pm,00:24:24,7.80m,,,38,"Fearing Jo has died in Solos's hostile environment, the Doctor is forced to work with the scientist, Jaeger, to make the planet's atmosphere breathable for humans."
320,The Mutants: Episode Three,Sat,22 Apr 1972,5:50pm,00:24:32,7.90m,,,36,Ky opens the message box but cannot understand the ancient carved tablets inside. The Marshal seals the Doctor and his friends in the caves and prepares to gas them to death.
321,The Mutants: Episode Four,Sat,29 Apr 1972,5:49pm,00:24:00,7.50m,,,44,The Doctor deduces the true meaning of the ancient carvings and must brave the intense radiation of the thaesium caves to retrieve a crystal.
322,The Mutants: Episode Five,Sat,6 May 1972,5:51pm,00:24:37,7.90m,,,44,"With Jo held prisoner, the Doctor is forced to work for the Marshal. The Earth Investigator's ship prepares to dock at Skybase."
323,The Mutants: Episode Six,Sat,13 May 1972,5:52pm,00:23:43,6.50m,,,67,"Despite the Doctor's arguments, the Earth Investigator reinstates the Marshal as commander of Skybase. Bombarded by thaesium radiation, Ky begins an incredible transformation."
324,The Time Monster: Episode One,Sat,20 May 1972,5:50pm,00:25:04,7.60m,,,37,"Masquerading as research scientist, Professor Thascales, the Master is using a device called TOMTIT to summon an ancient and powerful creature from beyond time."
325,The Time Monster: Episode Two,Sat,27 May 1972,5:51pm,00:25:05,7.40m,,,60,"The Doctor tracks the Master down to the Newton Institute. There, after a disastrous attempt to summon Kronos, the Master prepares to use TOMTIT again."
326,The Time Monster: Episode Three,Sat,3 Jun 1972,5:51pm,00:23:59,8.10m,,,36,"Krasis, High Priest of Atlantis, has been summoned by the Master to help him find the crystal of Kronos. The Master uses TOMTIT to summon threats from the past to attack UNIT."
327,The Time Monster: Episode Four,Sat,10 Jun 1972,5:50pm,00:23:55,7.60m,,,28,"As UNIT forces approach, the Master leaves for Atlantis in his TARDIS. However, the Doctor is not far behind and in the time vortex, the two Time Lords confront each other."
328,The Time Monster: Episode Five,Sat,17 Jun 1972,5:45pm,00:24:29,6.00m,,,67,"Arriving in Atlantis, the Master seduces the beautiful Queen Galleia so that he might possess the crystal of Kronos. But it is protected by a guardian who is half man, half beast"
329,The Time Monster: Episode Six,Sat,24 Jun 1972,5:46pm,00:24:55,7.60m,,,39,"With the crystal of Kronos in his possession, the Master prepares to release the Chronovore. The Doctor is powerless to stop his nemesis as the end of Atlantis approaches."
330,The Three Doctors: Episode One,Sat,30 Dec 1972,5:51pm,00:24:39,9.60m,,,41,"In search of the Doctor, an antimatter creature attacks UNIT and the Doctor is forced to send an SOS to his people, the Time Lords, but they have troubles of their own."
331,The Three Doctors: Episode Two,Sat,6 Jan 1973,5:51pm,00:24:18,10.80m,,,22,"Following the advice of the First Doctor, the Third Doctor and Jo have crossed through the black hole to the strange, desolate world of antimatter."
332,The Three Doctors: Episode Three,Sat,13 Jan 1973,5:51pm,00:24:22,8.80m,,,44,"The Doctors are trapped in the universe of antimatter. There they confront the creator of the world  Omega, a legendary figure from Time Lord history, long believed dead."
333,The Three Doctors: Episode Four,Sat,20 Jan 1973,5:51pm,00:25:07,11.90m,,,17,Omega intends to escape his antimatter world and needs the Doctors to take his place. But they discover the terrible truth about Omega and realise that he can never escape.
334,Carnival Of Monsters: Episode One,Sat,27 Jan 1973,5:49pm,00:24:46,10.30m,,,36,"The Doctor and Jo arrive in 1926 on the cargo ship SS Bernice. But when the TARDIS is taken by a huge hand and a dinosaur appears, the Doctor suspects that all is not as it seems."
335,Carnival Of Monsters: Episode Two,Sat,3 Feb 1973,5:50pm,00:24:11,11.00m,,,20,"The Doctor and Jo have been miniaturised and trapped inside a Miniscope, the property of showman Vorg. The Scope has been impounded on the planet Inter Minor and may be destroyed."
336,Carnival Of Monsters: Episode Three,Sat,10 Feb 1973,5:51pm,00:24:49,7.80m,,,49,"The Drashigs are pursuing Jo and the Doctor through the Miniscope. On Inter Minor, scheming bureaucrats intend to release the Drashigs in a plan to topple their leader."
337,Carnival Of Monsters: Episode Four,Sat,17 Feb 1973,5:51pm,00:24:10,8.40m,,,27,"The Doctor is desperate to save the lives of Jo and everyone trapped inside the Miniscope, but is hindered by the Inter Minorans who have their own agenda."
338,Frontier In Space: Episode One,Sat,24 Feb 1973,5:51pm,00:23:27,9.10m,,,32,"The Doctor and Jo land on a spaceship in the far future as it is attacked by Ogrons, which the human crew see as Draconians. The Doctor and Jo are taken to Earth as spies."
339,Frontier In Space: Episode Two,Sat,3 Mar 1973,5:53pm,00:24:10,7.80m,,,53,Neither the humans or the Draconians are willing to believe the Doctor and Jo's story that someone is deliberately attempting to provoke a war between Earth and Draconia.
340,Frontier In Space: Episode Three,Sat,10 Mar 1973,5:52pm,00:24:00,7.50m,,,57,"Accused of being a spy, the Doctor is sentenced to imprisonment on the Moon while Jo is taken into the custody of an old enemy."
341,Frontier In Space: Episode Four,Sat,17 Mar 1973,5:50pm,00:23:35,7.10m,,,55,"The Doctor and Jo are the Master's prisoners. In a bid to escape, the Doctor makes a dangerous spacewalk."
342,Frontier In Space: Episode Five,Sat,24 Mar 1973,5:52pm,00:23:57,7.70m,,,57,"On Draconia, the Doctor reveals the Master's plan to provoke war to the Draconian Emperor. But the Master escapes, taking Jo as a hostage."
343,Frontier In Space: Episode Six,Sat,31 Mar 1973,5:52pm,00:24:44,8.90m,,,40,The Doctor leads a mission to the Ogron home world to apprehend the Master and rescue Jo. But the Master is in league with some old enemies of the Doctor.
344,Planet of the Daleks: Episode One,Sat,7 Apr 1973,6:11pm,00:24:51,11.00m,,,9,"Injured by the Orgrons, the Doctor asks the Time Lords to send the TARDIS after the Daleks. Leaving him to sleep and recuperate, Jo goes to explore the planet Spirodon."
345,Planet of the Daleks: Episode Two,Sat,14 Apr 1973,5:53pm,00:24:08,10.70m,,,18,The Doctor recovers from his coma and befriends a Thal expedition but is captured by the Daleks and taken to their base. Then a second Thal expedition arrives with terrible news...
346,Planet of the Daleks: Episode Three,Sat,21 Apr 1973,5:53pm,00:22:34,10.10m,,,29,"In the Dalek city, the Doctor breaks out of his prison cell and joins forces with the Thals. With the Daleks in pursuit, he is forced to improvise a daring escape plan."
347,Planet of the Daleks: Episode Four,Sat,28 Apr 1973,5:51pm,00:23:36,8.30m,,,29,The Doctor and the Thals escape from the Dalek city and the Doctor is delighted to find Jo is alive. But the Daleks are preparing deadly bacteria to kill all life on the planet.
348,Planet of the Daleks: Episode Five,Sat,5 May 1973,5:51pm,00:22:31,9.70m,,,21,"Desperate to prevent the Daleks from releasing their plague, the Doctor, Jo and the Thals infiltrate their base. But the Daleks detect the intruders!"
349,Planet of the Daleks: Episode Six,Sat,12 May 1973,5:50pm,00:23:06,8.50m,,,24,A force of ten thousand Daleks is coming to life below the surface of Spiridon. The Doctor and the Thals must find a way to defeat the Daleks before they invade the galaxy.
350,The Green Death: Episode One,Sat,19 May 1973,5:51pm,00:25:55,9.20m,,,18,"In Wales, a dead miner is found glowing green. UNIT investigates and Jo empathises with the environmentalism of Cliff Jones who is opposing the pollution from Global Chemicals"
351,The Green Death: Episode Two,Sat,26 May 1973,5:50pm,00:25:56,7.20m,,,38,"Investigating the old mine workings, Jo and miner Bert become trapped beneath the surface when the lift is sabotaged. Bert touches some green slime and becomes infected."
352,The Green Death: Episode Three,Sat,2 Jun 1973,5:51pm,00:25:12,7.80m,,,29,"The Doctor and Jo discover the mine's terrible secret. Global Chemicals' managing director, Stevens, is determined that they won't live to reveal what they have learnt."
353,The Green Death: Episode Four,Sat,9 Jun 1973,5:50pm,00:25:57,6.80m,,,32,"The Brigadier attempts to seal the giant maggots in the mine with explosives, but this only results in the creatures burrowing to the surface."
354,The Green Death: Episode Five,Sat,16 Jun 1973,5:52pm,00:25:20,8.30m,,,15,"Captain Mike Yates is taken over by the super computer, BOSS, and ordered to kill the Doctor. Cliff and Jo are trapped by the maggots as UNIT launch their attack."
355,The Green Death: Episode Six,Sat,23 Jun 1973,5:50pm,00:26:06,7.00m,,,30,Cliff is dying and the maggots are on the verge of transforming into giant flying insects. Time is running out for the Doctor as BOSS launches its plan for world domination.
356,The Time Warrior: Part One,Sat,15 Dec 1973,5:10pm,00:24:15,8.70m,,59.0,34,"UNIT investigates when scientists go missing, kidnapped by an alien trapped in the 13th Century. Travelling back in time in the TARDIS, the Doctor is unaware that he has stowaway."
357,The Time Warrior: Part Two,Sat,22 Dec 1973,5:45pm,00:24:10,7.00m,,,75,The Doctor discovers that the alien is Linx - a Sontaran warrior trying to repair his spaceship. Sarah is convinced that the Doctor is responsible for the abductions.
358,The Time Warrior: Part Three,Sat,29 Dec 1973,5:10pm,00:23:30,6.60m,,,89,"Linx is providing advanced weaponry to Irongron and his men who prepare to attack Sir Edward's castle. The Doctor is forced to improvise a defence, but will it be enough?"
359,The Time Warrior: Part Four,Sat,5 Jan 1974,5:29pm,00:24:57,10.60m,,60.0,22,"As the repairs to Linx's spaceship are completed and he prepares to take off, the Doctor races to save the captured scientists and to prevent the course of history being changed."
360,Invasion of the Dinosaurs: Part One,Sat,12 Jan 1974,5:30pm,00:25:29,11.00m,,62.0,24,"The Doctor and Sarah return to a deserted London. Where have the population gone, and why is the city under martial law."
361,Invasion of the Dinosaurs: Part Two,Sat,19 Jan 1974,5:30pm,00:24:43,10.10m,,,26,The Doctor plans to capture a dinosaur so he can discover who is transporting them through time. But Mike Yates is in league with the enemy and is ordered to stop the Doctor.
362,Invasion of the Dinosaurs: Part Three,Sat,26 Jan 1974,5:30pm,00:23:26,11.00m,,,27,The Doctor has captured a Tyrannosaurus Rex but the conspirators don't want it to remain captive for long. Sarah follows a lead but finds herself in the hands of the enemy.
363,Invasion of the Dinosaurs: Part Four,Sat,2 Feb 1974,5:34pm,00:23:33,9.00m,,63.0,34,Sarah awakens to discover that she is on a spaceship that left Earth months ago and is heading for a new world. The Doctor is framed for causing the return of the dinosaurs.
364,Invasion of the Dinosaurs: Part Five,Sat,9 Feb 1974,5:29pm,00:24:30,9.00m,,,23,"Sarah discovers that the spaceship passengers are all victims of a deception, but not all are willing to believe her story."
365,Invasion of the Dinosaurs: Part Six,Sat,16 Feb 1974,5:29pm,00:25:34,7.50m,,62.0,54,Dinosaurs are appearing all over London in a last effort to frighten people away as Professor Whitaker prepares to initiate 'Operation Golden Age'.
366,Death to the Daleks: Part One,Sat,23 Feb 1974,5:29pm,00:24:32,8.10m,,61.0,49,The TARDIS suffers a power drain and is forced down on the planet Exxilon. Sarah is captured by the primitive inhabitants and the Doctor comes face to face with his oldest enemies.
367,Death to the Daleks: Part Two,Sat,2 Mar 1974,5:29pm,00:24:25,9.50m,,,30,The Daleks' weaponry is rendered useless by the power drain and they are forced to make a truce with the Doctor and the members of the expedition from Earth.
368,Death to the Daleks: Part Three,Sat,9 Mar 1974,5:30pm,00:24:24,10.50m,,61.0,20,The Daleks force the Exillons to work as slave labour to mine the life-saving parrinium. The Doctor and Bellal brave the puzzles and traps of the Exxilon city.
369,Death to the Daleks: Part Four,Sat,16 Mar 1974,5:34pm,00:24:35,9.50m,,62.0,21,The Doctor and Bellal arrive at the centre of the Exxilon city but the Daleks are preparing to depart and launch a plague missile that will kill everyone left behind.
370,The Monster of Peladon: Part One,Sat,23 Mar 1974,5:30pm,00:24:59,9.20m,,,23,The Doctor makes a return visit to Peladon some years after his previous visit. There he discovers that several miners have died and the ghost of Aggedor is to blame.
371,The Monster of Peladon: Part Two,Sat,30 Mar 1974,5:30pm,00:23:26,6.80m,,,55,Chancellor Ortron accuses the Doctor and Sarah of being in league with the rebel miners and sentences them to be punished by Aggedor himself.
372,The Monster of Peladon: Part Three,Sat,6 Apr 1974,5:30pm,00:24:47,7.40m,,64.0,42,"Desperate to avoid a revolt from the miners,the Doctor attempts to expose the fraud of Aggedor's ghost. Alpha Centauri has summoned Federation troops, but whose side are they on?"
373,The Monster of Peladon: Part Four,Sat,13 Apr 1974,5:30pm,00:24:50,7.20m,,,37,"The Ice Warriors have taken control of Peladon. Pretending to cooperate, the Doctor concocts a plan to defeat the invaders"
