episodenbr,role,name
788,Waitress,Samantha Bromley (uncredited)
788,Brain Guest [Bar],Gisela Lee (uncredited)
788,Brain Guest [Bar],Victoria Thomas (uncredited)
788,Brain Guest [Bar],Tara Baker (uncredited)
788,Brain Guest [Bar],Tracy Scott (uncredited)
788,Brain Guest [Bar],David Ulett (uncredited)
788,Brain Guest [Bar],Dean Hennessy (uncredited)
788,Brain Guest [Bar],lain Gibbons (uncredited)
788,Brain Guest [Bar],Allan Gill (uncredited)
788,Brain Guest [Bar],Syed Tarek Ahmed (uncredited)
788,Brain Guest [Bar],Remington Croney (uncredited)
788,Brain Guest [Bar],Mic Sargent (uncredited)
788,Brain Guest [Bar],Sy Turner (uncredited)
788,Brain Guest [Bar],Amanda Stahl (uncredited)
788,Brain Guest [Bar],Rae Carpenter (uncredited)
788,Brain Guest [Bar],Mavis Anagboso (uncredited)
788,Brain Guest [Bar],Steve Wintle (uncredited)
788,Brain Guest [Bar],Georgina Burford (uncredited)
788,Brain Guest [Bar],Melody Louise (uncredited)
788,Boy With Toilet On Foot,Tim Forrister (uncredited)
788,Porter,Daniel Murray (uncredited)
788,Porter,Howell Jones (uncredited)
788,Porter,Eryl Hughes (uncredited)
788,Porter,Jason Lloyd Shepherd (uncredited)
788,Nurse,Tilly Harris (uncredited)
788,Nurse,Harriet Young (uncredited)
788,Nurse,Lisa Smoult Nurses (uncredited)
788,Doctor,Tanya Ong (uncredited)
788,Doctor,Tim Beech (uncredited)
788,Doctor,Samantha Davis (uncredited)
788,Visitor,Rose Shepherd (uncredited)
788,Receptionist (Dani),Ingrid Bastable (uncredited)
788,Paramedic,Andrew Cross (uncredited)
788,Paramedic,Daryl Matthews (uncredited)
788,Scrub,Frankie Ward (uncredited)
788,Scrub,Libby Nagle (uncredited)
788,Security,Simon Devay (uncredited)
788,Patient,Ceri Hopkins (uncredited)
788,Patient,Robert Payne (uncredited)
788,Patient,Marium Nundy (uncredited)
788,Patient,Shane Price (uncredited)
788,Little Girl,lenez Soloman (uncredited)
788,Party Guest,Tony Banham (uncredited)
788,Party Guest,Steve Dury (uncredited)
788,Party Guest,Sion Price (uncredited)
788,Party Guest,Dean Anderson (uncredited)
788,Party Guest,Justin Beaver (uncredited)
788,Party Guest,Darren Thompson (uncredited)
788,Party Guest,Justin Rogers (uncredited)
788,Party Guest,Kate Powell (uncredited)
788,Party Guest,Rebecca Anderson (uncredited)
788,Party Guest,Can Moody Jones (uncredited)
788,Party Guest,Tim Reid (uncredited)
788,Party Guest,Elena Allsopp (uncredited)
788,Party Guest,Bharta Bhua (uncredited)
788,Desmond,Kyle Legall (uncredited)
788,Waiter,Harry Burt (uncredited)
788,Savoy Chef (Auguste),Mike Wendell (uncredited)
788,Victorian Market Trader,Juliet Rimell (uncredited)
788,Victorian Passers,Harry Burt (uncredited)
788,Victorian Passers,Mike Wendell (uncredited)
788,King Henry VIII,Stephen Blything (uncredited)
788,Himself,Alan Sugar (uncredited)
788,Himself,Nick Hewer (uncredited)
788,Herself,Karren Brady (uncredited)
788,Craig,Douglas Mackinnon (uncredited)
788,Beefeater,Richard Husband (uncredited)
788,Driver,Dean Burton (uncredited)
788,UNIT Worker,Simon Carew (uncredited)
788,UNIT Worker,Marcel Carrier (uncredited)
788,UNIT Worker,Karl Chatham (uncredited)
788,UNIT Worker,Pina Harrington (uncredited)
788,UNIT Worker,Alex Hockey (uncredited)
788,UNIT Worker,Howard Howell (uncredited)
788,UNIT Worker,Amy Leyshon (uncredited)
788,UNIT Worker,Jonathan Mabberley (uncredited)
788,UNIT Worker,Azhar Miah (uncredited)
788,UNIT Worker,Daniel Price (uncredited)
788,UNIT Worker,Toby Rattray (uncredited)
788,UNIT Worker,Faizal Sweeney (uncredited)
788,UNIT Worker,Megan Talbot (uncredited)
788,UNIT Worker,Daniel Tomlinson (uncredited)
788,Lab Worker,Mark Chatham (uncredited)
788,Lab Worker,Simon Chatham (uncredited)
788,Lab Worker,Andrew Evason (uncredited)
788,Lab Worker,Chris Foster (uncredited)
788,Lab Worker,Julian Gillard (uncredited)
788,Lab Worker,Tessa liburd (uncredited)
788,Lab Worker,Funminiya Obilanade (uncredited)
788,Lab Worker,Darren Rix (uncredited)
788,Lab Worker,Julie Shanahan (uncredited)
788,Lab Worker,Duncan Steed (uncredited)
788,Body,Richard Highgate (uncredited)
788,Body,Amanda Mulford (uncredited)
788,Body,Mark Snowden (uncredited)
788,Body,Amanda Tyre (uncredited)
788,Michael Houghton,Michael Houghton (uncredited)
788,UNIT Soldier,Leigh Aliss (uncredited)
788,Porter,Aled Hughes (uncredited)
788,Scrub,Brya Waterford (uncredited)
788,Patient,Tom Forrister (uncredited)
788,Patient,Ruby Henry (uncredited)
788,Patient,Graham Smith (uncredited)
788,Patient,Emma Del Pina (uncredited)
788,Patient,Glen Row (uncredited)
788,Patient,Gwen Hester (uncredited)
788,Visitor,Lucy Merley (uncredited)
789,The Doctor,Matt Smith
789,Amy Pond,Karen Gillan
789,Rory Williams,Arthur Darvill
789,River Song,Alex Kingston
789,Grayle,Michael McShane
789,Sam Garner,Rob David
789,Hood,Bentley Kalu
789,Foreman,Ozzie Yue
789,Old Garner,Burnell Tucker
789,Photoshoot PA,Zac Fox (credit only)
789,Stunt double for Grayle,Matthew Stirling
789,Stunt double for Amy,Stephanie Carey
789,Weeping Angel,Louise-Marie Bowen (uncredited)
789,Weeping Angel,Sarah Louise Madison (uncredited)
789,Chinese Artisan,Ann Li (uncredited)
789,Chinese Artisan,Clem So (uncredited)
789,Girl in window,Jennifer Denning (uncredited)
789,Woman in Window,Angharad Baxter (uncredited)
789,Man at Window,Roger Smith (uncredited)
789,Man at Window,Michael Britton-Jones (uncredited)
789,Man at Window,David Tudor Greaves (uncredited)
789,Amelia Pond,Caitlin Blackwood (uncredited)
789,Hand double for River Song,Lorna Gibbons (uncredited)
789,Passer By,Nicholas Dunwell (uncredited)
789,Passer By,Timothy Howard (uncredited)
789,Passer By,Lindsey Morgan (uncredited)
789,Passer By,Helen Murray (uncredited)
789,Elderly Lady,Jackie Hughes (uncredited)
789,Child,Gina Romanello (uncredited)
789,Driving Double,Steve Light (uncredited)
789,Double for Hood,Anthony Evans (uncredited)
789,Double for The Doctor,Matthew Humphries (uncredited)
789,Double for Rory,John Ninnis (uncredited)
789,Double for The Doctor,Ian William George (uncredited)
789,Stunt double for Rory,Gordon Seed (uncredited)
789,Double for River Song,Sarah Phillips (uncredited)
790,The Doctor,Matt Smith
790,Clara,Jenna-Louise Coleman
790,Captain Latimer,Tom Ward
790,Doctor Simeon,Richard E. Grant
790,Madame Vastra,Neve McIntosh
790,Jenny Flint,Catrin Stewart
790,Commander Strax,Dan Starkey
790,Digby,Joseph Darcey-Alden
790,Francesca,Ellie Darcey-Alden
790,Alice,Liz White
790,Uncle Josh,Jim Conway
790,Walter,Cameron Strefford
790,Walter's mother,Annabelle Dowler
790,Bob Chilcott,Ben Addis
790,Girl,Sophie Miller-Sheen
790,Lead Worker,Daniel Hyde
790,Voice of the Snowman,Ian McKellen
790,Voice of the Ice Governess,Juliet Cadzow
790,Stunt double for Clara,Annabel Canaven
790,Little Boy,Max Furst (confirmed)
790,Passer By,Lulu Gunnery (uncredited)
790,Groom,Oliver (uncredited)
790,Passer By,Melissa White (uncredited)
790,Passer By,Samantha Jenkins (uncredited)
790,Passer By,William Fisher (uncredited)
790,Passer By,Matt Crisp (uncredited)
790,Passer By,Jodie Stinchcombe (uncredited)
790,Passer By,Holly Mcgowan Hayes (uncredited)
790,Passer By,Tom Forrister (uncredited)
790,Passer By,Andy Watts (uncredited)
790,Passer By,Jeremy L Bevan (uncredited)
790,Passer By,Pippa Robinson (uncredited)
790,Passer By,Rachel Balding (uncredited)
790,Passer By,Elly Phillips (uncredited)
790,Passer By,Tibulus Tyburn (uncredited)
790,Passer By,John Handcock (uncredited)
790,Passer By,Cynthia Handcock (uncredited)
790,Passer By,Kristina Lewis (uncredited)
790,Passer By,Christine Hilliard (uncredited)
790,Passer By,Zillah Savage (uncredited)
790,Passer By,Marina Baibara (uncredited)
790,Passer By,Taylor Ayling (uncredited)
790,Passer By,Chris Taylor (uncredited)
790,Passer By,Mike Leach (uncredited)
790,Passer By,Matthew Watts (uncredited)
790,Child (extra),Harry Lewis (uncredited)
790,Child (extra),Jac Edmunds (uncredited)
790,Punter,Stephen Morgan (uncredited)
790,Punter,Adam Davies-Sheenan (uncredited)
790,Punter,Matt Henderson (uncredited)
790,Punter,Ian Massey (uncredited)
790,Punter,Shelby Williams (uncredited)
790,Punter,John Herbert (uncredited)
790,Punter,Dan Gaisford (uncredited)
790,Punter,Jeremy L Bevan (uncredited)
790,Punter,Chris Taylor (uncredited)
790,Punter,David Lloyd (uncredited)
790,Driving Double for Strax,Andrew Burt (uncredited)
790,Generic Driver,Stephane Lelievre (uncredited)
790,Child (extra),Ellie Pirie (uncredited)
790,Child (extra),Travis Weeks (uncredited)
790,Child (extra),Ella Evans (uncredited)
790,Workman (Group A),Christopher Hutchings (uncredited)
790,Workman (Group A),Andy Wheeler (uncredited)
790,Workman (Group A),Richard Husband (uncredited)
790,Workman (Group B),Gwion Ap Rhisiart (uncredited)
790,Workman (Group B),Douglas Hilliard (uncredited)
790,Workman (Group B),Dan Gaisford (uncredited)
790,Workman (Group B),Stephen Morgan (uncredited)
790,Workman (Group B),Paul Dawkins (uncredited)
790,Workman (Group B),Craig Evans (uncredited)
790,Double for Dr Simeon,Andrew Sweet (uncredited)
790,Sheenan,Adam Davies (uncredited)
790,Chris Foster,Chris Foster (uncredited)
790,Workman (Group A),Dominic Kynaston (uncredited)
790,GI Cab Driver,Stephane Lelievre (uncredited)
790,Pilgrim,Harry Burt (uncredited)
790,Pilgrim,Rebecca Van Stein (uncredited)
790,Pilgrim,Olivia Alessandra (uncredited)
790,Pilgrim,Simon Carew (uncredited)
790,Pilgrim,Craig Walkley (uncredited)
790,Pilgrim,Sean Oakes (uncredited)
790,Double for Clara,Charlotte Bolan (uncredited)
790,Pond Hand,Erin Morgan (uncredited)
790,Burly Footman,Jack Dowell (uncredited)
790,Burly Footman,Philip West (uncredited)
790,Pond Hand,Charlie Marr (uncredited)
790,IG Stand in,Catrin O'Neil (uncredited)
790,IG Stand in,Edward Hincks (uncredited)
790,Double for Captain Latimer,Jason Clarke (uncredited)
791,The Doctor,Matt Smith
791,Clara,Jenna-Louise Coleman
791,Nabile,Manpreet Bachu
791,Paul,Sean Knopp
791,The Abbott,James Greene
791,Angie,Eve De Leon Allen
791,Artie,Kassius Carey Johnson
791,George,Geff Francis
791,Miss Kizlet,Celia Imrie
791,Mahler,Robert Whitelock
791,Alexei,Dan Li
791,Little Girl,Daniella Eames
791,Pilot,Antony Edridge
791,Barista,Fred Pearson
791,Waitress,Jade Anouka
791,Newsreader,Olivia Hill
791,Man with Chips,Matthew Earley
791,Child Reading with Comic,Isabella Blake-Thomas
791,The Great Intellegence,Richard E. Grant
791,Stunt double for The Doctor,Andy Godbold
791,Stunt double for Clara,Dani Biernat
791,Yuki,Mayumi Kochi (uncredited)
791,Man in Paris,Neville Kidd (uncredited)
791,Donald,Douglas Kirby (uncredited)
791,Sam,Matt Hemmerich (uncredited)
791,Lamorna Waters,Maitland Mum (uncredited)
791,Older Monk,David Bailey (uncredited)
791,Monk Guarding Paul,Jeremy Harvey (uncredited)
791,Monk Guarding Paul,Richard Husband (uncredited)
791,Double for Clara,Charlotte Parsonson (uncredited)
791,Monk Guarding Burial Chamber,Simon Fowler (uncredited)
791,Monk Guarding Burial Chamber,Shaun Lucas (uncredited)
791,Cloud Worker,Caroline Harrison (uncredited)
791,Cloud Worker,Rebecca Anderson (uncredited)
791,Cloud Worker,Marina Baibara (uncredited)
791,Cloud Worker,Nicola Rogers (uncredited)
791,Cloud Worker,Kalbir Kaur-Mann (uncredited)
791,Cloud Worker,Hannah Tidd (uncredited)
791,Cloud Worker,Sarah Marinos (uncredited)
791,Cloud Worker,Bella Winder (uncredited)
791,Cloud Worker,David Stock (uncredited)
791,Cloud Worker,Harry Burt (uncredited)
791,Cloud Worker,Philip West (uncredited)
791,Cloud Worker,Darius Walker (uncredited)
791,Cloud Worker,Darren Swain (uncredited)
791,Cloud Worker,Allan Gill (uncredited)
791,Cloud Worker,Garry George (uncredited)
791,Spoonhead,Tim Reid (uncredited)
791,European Business Flight Passenger,Alan Reid (uncredited)
791,European Business Flight Passenger,Dan Gaisford (uncredited)
791,European Business Flight Passenger,Howard Howell (uncredited)
791,European Business Flight Passenger,Michael Barkhordar (uncredited)
791,European Business Flight Passenger,Dennis Gregory (uncredited)
791,European Business Flight Passenger,Tim Beech (uncredited)
791,European Business Flight Passenger,Dean Hennessy (uncredited)
791,European Business Flight Passenger,Paul Dawkins (uncredited)
791,European Business Flight Passenger,Tim Brown (uncredited)
791,European Business Flight Passenger,Mark Snowden (uncredited)
791,European Business Flight Passenger,Richard Powell (uncredited)
791,European Business Flight Passenger,Phil Brown (uncredited)
791,European Business Flight Passenger,Greg Bennett (uncredited)
791,European Business Flight Passenger,Emma Rogers (uncredited)
791,European Business Flight Passenger,Lisa Smoult (uncredited)
791,European Business Flight Passenger,Francisca Garcia (uncredited)
791,European Business Flight Passenger,Alice Ward (uncredited)
791,European Business Flight Passenger,Volenté Lloyd (uncredited)
791,European Business Flight Passenger,Laura Bridgewater (uncredited)
791,European Business Flight Passenger,Patricia Dichler (uncredited)
791,European Business Flight Passenger,Amanda Stahl (uncredited)
791,European Business Flight Passenger,Helen Irving (uncredited)
791,European Business Flight Passenger,Lynette Thorpe (uncredited)
791,European Business Flight Passenger,Rebecca Donovan-Morgan (uncredited)
791,Passenger,Nicole Crees (uncredited)
791,Fright Attendant,Elena Allsopp (uncredited)
791,Double for The Doctor,Ian William George (uncredited)
791,Co-pilot,Mark Andrews (uncredited)
791,Tourist/Londoner,Tomas Hunt (uncredited)
791,Tourist/Londoner,Robert Vasco (uncredited)
791,Tourist/Londoner,Paul Bailey (uncredited)
791,Tourist/Londoner,Ashley Keohane (uncredited)
791,Tourist/Londoner,Loucas Louca (uncredited)
791,Tourist/Londoner,Kwabena Amponsa (uncredited)
791,Tourist/Londoner,Igor Urdenko (uncredited)
791,Tourist/Londoner,Saleh Mohammed (uncredited)
791,Tourist/Londoner,Vince Bishop (uncredited)
791,Tourist/Londoner,Mei Chern Lim (uncredited)
791,Tourist/Londoner,Catherine Chong (uncredited)
791,Tourist/Londoner,()uanrrtexceo rddeeddr oecxetrrnau)( (uncredited)
791,Tourist/Londoner,Ewa Murphy (uncredited)
791,Tourist/Londoner,Marina Michel (uncredited)
791,Tourist/Londoner,Georgie Parkin (uncredited)
791,Tourist/Londoner,Lindsey Morgan (uncredited)
791,Tourist/Londoner,Sylvia Maharaj (uncredited)
791,Tourist/Londoner,Simone Plummer (uncredited)
791,Tourist/Londoner,Millicent Brown (uncredited)
791,Tourist/Londoner,Abimbola Sodeke (uncredited)
791,Tourist/Londoner,Antonia Davies (uncredited)
791,Tourist/Londoner,Albert Chong (uncredited)
791,Street Performer,Xavier Huerga (uncredited)
791,Street Performer,Allin Kempthorne (uncredited)
791,Street Performer,Phoenix Stewart (uncredited)
791,Child,Edie Ireton (uncredited)
791,Child,Ogechi Mere (uncredited)
791,Child,Ikechi Mere (uncredited)
791,Child,Zara Ramtohul-Akbur (uncredited)
791,Child,Jessica Thornton (uncredited)
791,Chaperones/ Passers,Linda Matthews (uncredited)
791,Chaperones/ Passers,Dawn Thornton (uncredited)
791,Riding double for The Doctor,Matthew Doman (uncredited)
791,Double for Miss Kizlet,Charlotte Parsonson (uncredited)
791,Double for TheAlexi,Ian William George (uncredited)
791,American Tourist,Dave Whitlam (uncredited)
791,American Tourist,Elaine Lanighan (uncredited)
791,European,Lina Ferrer-Fort (uncredited)
791,European,Antoni Ferrer-Fort (uncredited)
791,Punter,Champa Morgan (uncredited)
791,Punter,Marquita Stokes (uncredited)
791,Punter,Katherine Hay (uncredited)
791,Punter,Ying Qin (uncredited)
791,Punter,Anne Lyken-Garner (uncredited)
791,Punter,Nina Takel (uncredited)
791,Punter,Ling Cheung (uncredited)
791,Punter,Elaine Caulfield (uncredited)
791,Punter,Rossana Ubaldi (uncredited)
791,Punter,Lana Boocock (uncredited)
791,Punter,Dorothy Hood (uncredited)
791,Punter,Richard Atkin (uncredited)
791,Punter,Richard Parry (uncredited)
791,Punter,Keith Ruby (uncredited)
791,Punter,Christo Pandit (uncredited)
791,Punter,Eugene Henderson (uncredited)
791,Punter,Michael Britton-Jones (uncredited)
791,Punter,Philip Bailey (uncredited)
791,Punter,Chris Shalders (uncredited)
791,Punter,Kyle Legall (uncredited)
791,Hotel Porter,Rahim Mastafa (uncredited)
791,Waitress,Claire Delaney (uncredited)
791,Child,Rebecca Hughes (uncredited)
791,Child,Tomas Avo (uncredited)
791,Child,Ashley Obi (uncredited)
791,Businessman,Vinod Soni (uncredited)
791,Soldiers (UNIT),Marcus Elliott (uncredited)
791,Soldiers (UNIT),Andrew Cross (uncredited)
791,Soldiers (UNIT),Ian Hilditch (uncredited)
791,Soldiers (UNIT),Alistair Sanderson (uncredited)
791,Soldiers (UNIT),Chester Durrant (uncredited)
791,Soldiers (UNIT),Sion Price (uncredited)
791,Soldiers (UNIT),Jon Davey (uncredited)
791,Soldiers (UNIT),Steve Grant (uncredited)
792,The Doctor,Matt Smith
792,Clara,Jenna-Louise Coleman
792,Dave,Michael Dixon
792,Ellie,Nicola Siân
792,Merry,Emilia Jones
792,The Chorister,Chris Anderson
792,The Mummy,Aidan Cook
792,Dor'een,Karl Greenwood
792,Stunt double for Clara,Dani Biernat
792,Stunt double for The Doctor,Gordon Seed
792,Stunts,Andy J Smart
792,Passer By,Ryan Cloud (uncredited)
792,Passer By,Zoe Alexander (uncredited)
792,Passer By,Scott Stevenson (uncredited)
792, Double for The Doctor,Ian William George (uncredited)
792,Newborn Clara,Franklyn Lewis (uncredited)
792,1 Year Old Clara,Poppie Grace Goldup (uncredited)
792,18 Month Old Clara,Amira Roucliffe (uncredited)
792, 4 Year Old Clara,Cerys Anne Selby (uncredited)
792,10 Year Old Clara,Emily Cooke (uncredited)
792,Playground,Victoria Thomas (uncredited)
792,Playground,Rhys Matthews (uncredited)
792,Playground,Sian Howells (uncredited)
792,Child,Oliver Davies (uncredited)
792,Humanoid Alien,Justin Beaver (uncredited)
792,Pearl Seller,Lisa Treleaven-Jones (uncredited)
792,Humanoid Alien,Howard Howell (uncredited)
792,Humanoid Alien,Ben Fido (uncredited)
792,Humanoid Alien,Rhian Hatch (uncredited)
792,Humanoid Alien,Mike Wendell (uncredited)
792,Humanoid Alien,Tilly Harris (uncredited)
792,Humanoid Alien,Patricia Dichler (uncredited)
792,Humanoid Alien,William Jones (uncredited)
792,Humanoid Alien,Andrew Hunter (uncredited)
792,Millennium Alien,Dean Hennessy (uncredited)
792,Millennium Alien,Ian Hilditch (uncredited)
792,Millennium Alien,Darren Clarke (uncredited)
792,Millennium Alien,Rhiannon Ward (uncredited)
792,Millennium Alien,Azaria Frost (uncredited)
792,Millennium Alien,Kally Davies (uncredited)
792,Millennium Alien,Carolyn Jolliffe (uncredited)
792,Millennium Alien,Samantha Darling (uncredited)
792,Millennium Alien,Josh Green (uncredited)
792,Millennium Alien,Andrew Hunter (uncredited)
792,Millennium Alien,Mickey Lewis (uncredited)
792,Millennium Alien,Ian Hoyle (uncredited)
792,Millennium Alien,Jeremy Harvey (uncredited)
792,Millennium Alien,Meg Mossemenear (uncredited)
792,Millennium Alien,Sasha Latoya (uncredited)
792,Millennium Alien,Samantha Longville (uncredited)
792,Millennium Alien,Natie Marie Davies (uncredited)
792,Millennium Alien,Benjjamin Holmes (uncredited)
792,Millennium Alien,Nicholas Dunwell (uncredited)
792,Millennium Alien,Gwion Ap Rhisiart (uncredited)
792,Millennium Alien,Jack Rails (uncredited)
792,Millennium Alien,Richard Husband (uncredited)
792,Millennium Alien,Sarah Anne Evans (uncredited)
792,Millennium Alien,Debbie Cox (uncredited)
792,Millennium Alien,Darren Swain (uncredited)
792,Millennium Alien,Luke Bailey (uncredited)
792,Millennium Alien,Patricia Dichler (uncredited)
792,Millennium Alien,Rhian Hatch (uncredited)
792,Chorister,Chester Durrant (uncredited)
792,Chorister,Ikay Agu (uncredited)
792,Vigil,Jon Davey (uncredited)
792,Vigil,Claudio Laurini (uncredited)
792,Vigil,Matthew Doman (uncredited)
792,Voice of the Vigil,Matthew Cox
793,The Doctor,Matt Smith
793,Clara,Jenna-Louise Coleman
793,Captain Zhukov,Liam Cunningham
793,Professor Grisenko,David Warner
793,Lieutenant Stephashin,Tobias Menzies
793,Piotr,Josh O'Connor
793,Onegin,James Norton
793,Belevich,Charlie Anson
793,Skaldak,Spencer Wilding
793,Voice of Skaldak,Nicholas Briggs
793,Pretty Girl,Donna Shakesheff (uncredited)
793,Stunt Sailor,Marcus Shakesheff
793,Stunt Sailor,David Newton
793,Stunt Sailor,Tom Aitken
793,Submariner,Eran Backler (uncredited)
793,Submariner,Scott Stevenson (uncredited)
793,Submariner,Jamie Gardiner (uncredited)
793,Submariner,Jack Scanlon (uncredited)
793,Submariner,Connor Jenkins (uncredited)
793,Submariner,Toby Rattray (uncredited)
793,Submariner,Ashley Randall (uncredited)
793,Submariner,Edward Winter (uncredited)
793,Submariner,Jason Clarke (uncredited)
793,Submariner,Matthew Humphries (uncredited)
793,Double for The Doctor,Ian William George (uncredited)
793,Dead Body Double for Stepashin,Matthew Humphries (uncredited)
794,The Doctor,Matt Smith
794,Clara,Jenna-Louise Coleman
794,Alec Palmer,Dougray Scott
794,Emma Grayling,Jessica Raine
794,Hila Tacorian,Kemi-Bo Jacobs
794,The Crooked Man,Aidan Cook
794,Figure in night dress,Ingrid Bastable (uncredited)
794,Gentleman,Ian Griffiths (uncredited)
794,Gardner,Craig Evans (uncredited)
794,Lady,Caroline Harrison (uncredited)
794,Child,Faye Hurran (uncredited)
794,Child,Jac Edmunds (uncredited)
794,Stunt double for The Doctor,Gordon Seed (uncredited)
794,Double for Clara,Marley Hamilton (uncredited)
795,The Doctor,Matt Smith
795,Clara,Jenna-Louise Coleman
795,Gregor Van Baalen,Ashley Walters
795,Bram Van Baalen,Mark Oliver
795,Tricky,Jahvel Hall
795,Time Zombie,Sarah Louise Madison
795,Time Zombie,Ruari Mears
795,Time Zombie,Paul Kasey
795,Stunt Double for Bram van Baalen,Andre Layne
795,Stunt double for Tricky,Lewis Young
795,Van Baalen Snr,Dennis Perry (uncredited)
795,Electronic Voice,Emma Feeney (uncredited)
795,Double for The Doctor,Ian William George (uncredited)
795,Double for Clara,Charlotte Parsonson (uncredited)
795,Double for The Doctor,Matthew Humphries (uncredited)
795,Double for Clara,Jenny Phillips (uncredited)
796,The Doctor,Matt Smith
796,Clara,Jenna-Louise Coleman
796,Mrs Gillyflower,Dame Diana Rigg
796,Ada,Rachael Stirling
796,Jenny Flint,Catrin Stewart
796,Madame Vastra,Neve McIntosh
796,Commander Strax,Dan Starkey
796,Angie,Eve De Leon Allen
796,Artie,Kassius Carey Johnson
796,Edmund,Brendan Patricks
796,Jeremiah,Mr Thursday
796,Amos,Graham Turner
796,Effie,Olivia Vinall
796,Abigail,Michelle Tate
796,Urchin boy,Jack Oliver Hudson
796,Stunt Double for Mrs Gillyflower.,Stephanie Carey
796,Stunt Pilgrim,Daniel Euston
796,Stand in for Mrs Gillyflower ,Blod Jones (uncredited)
796,Organ Player from Mrs Gillyflower,Charlotte Parsonson (uncredited)
796,Worker,Natie Marie Davies (uncredited)
796,Worker,Nicole Crees (uncredited)
796,Worker,Emily Hodge (uncredited)
796,Worker,Amanda Mulford (uncredited)
796,Worker,Harriet Young (uncredited)
796,Worker,Anna Treasure (uncredited)
796,Worker,Lisa Jones (uncredited)
796,Worker,Edward James (uncredited)
796,Worker,Christian Pegley (uncredited)
796,Worker,Kade Mconville (uncredited)
796,Worker,Paul Bailey (uncredited)
796,Worker,Daniel Palmer (uncredited)
796,Worker,Warren Pegley (uncredited)
796,Worker,Adam Dabbs (uncredited)
796,Pilgrim,Brya Waterford (uncredited)
796,Pilgrim,Tiffany Smith (uncredited)
796,Pilgrim,Marley Hamilton (uncredited)
796,Pilgrim,Rebecca Van-Stein (uncredited)
796,Pilgrim,Olivia Alessandra (uncredited)
796,Edmund,Andrew Cross (uncredited)
796,Pilgrim,Simon Carew (uncredited)
796,Pilgrim,Jamie Hill (uncredited)
796,Pilgrim,Faye Johnson (uncredited)
796,Pilgrim,Harry Burt (uncredited)
796,Congregation,Caroline Harrison (uncredited)
796,Congregation,Katie Powles (uncredited)
796,Congregation,Katherine Gray (uncredited)
796,Congregation,Mandy Floodpage (uncredited)
796,Congregation,Hannah Floodpage (uncredited)
796,Congregation,Kathy Saxondale (uncredited)
796,Congregation,Jane Waters (uncredited)
796,Congregation,Helen Evans (uncredited)
796,Congregation,Melody Brain (uncredited)
796,Congregation,Nicola Cope (uncredited)
796,Congregation,Helena Dennis (uncredited)
796,Congregation,Bethan Williams (uncredited)
796,Congregation,Miriam Pippard (uncredited)
796,Congregation,Angharad Baxter (uncredited)
796,Congregation,Elizabeth Haworth (uncredited)
796,Congregation,Den Edginton (uncredited)
796,Congregation,Ben Templar (uncredited)
796,Congregation,Charlie Elliot (uncredited)
796,Congregation,Jonathan Charles (uncredited)
796,Congregation,Harry Damsell (uncredited)
796,Congregation,Graham Smith (uncredited)
796,Congregation,Peter Hanks (uncredited)
796,Congregation,Geoff Scott (uncredited)
796,Congregation,Nigel Mably (uncredited)
796,Congregation,Richard Powell (uncredited)
796,Congregation,Keith Ruby (uncredited)
796,Congregation,Tim Beech (uncredited)
796,Congregation,John Britton (uncredited)
796,Congregation,Aled Hughes (uncredited)
796,Congregation,David Harries (uncredited)
796,Passer By,Mike Wendell (uncredited)
796,Passer By,Anna Treasure (uncredited)
796,Hansom Cab Driver,Mike Pike (uncredited)
796,Pilgrim,Sean Oakes (uncredited)
796,Pilgrim,Rhys Edwards (uncredited)
796,Pilgrim,Craig Walkley (uncredited)
796,Pilgrim,Florent Bahuaud (uncredited)
796,Pilgrim,Kally Davies (uncredited)
796,Congregation,Travis Weeks (uncredited)
796,Congregation,Harry Lewis (uncredited)
796,Congregation,Ellie Pirie (uncredited)
796,Handsome Male Pilgrim,Rob Judd (uncredited)
796,Dipper,Lewis Fackerell (uncredited)
796,Pilgrim,Emily Humpphries (uncredited)
796,Passer By,Gerald Bowman (uncredited)
796,Passer By,Philip Gould (uncredited)
796,Gawper,Tim Reid (uncredited)
796,Gawper,Maggie Baiton Gawpers (uncredited)
796,Policeman,Steven Eynon (uncredited)
796,Policeman,Johnathan Hendry (uncredited)
796,Screaming Woman,Mandie Garrigan (uncredited)
796,Comforting Man,Ian Hoyle (uncredited)
796,Passer By,Richard Husband (uncredited)
796,Passer By,Caroline Smith (uncredited)
796,Passer By,Caroline Smith (uncredited)
796,Dead Crimson Woman,Elena Allsopp (uncredited)
796,Jar Husband,Andrew Jay Bell (uncredited)
796,Jar Wife,Marina Baibara Bell (uncredited)
796,Double for The Doctor,Matthew Humphries (uncredited)
796,Double for Clara,Charlotte Parsonson (uncredited)
796,Handsome Bell Jar Man,Mitchell Harper (uncredited)
796,New Pilgrim,Marley Hamilton (uncredited)
796,New Pilgrim,Emily Humphries (uncredited)
796,New Pilgrim,Brya Waterford (uncredited)
796,New Pilgrim,Oliver Park (uncredited)
796,New Pilgrim,Rhys Edwards (uncredited)
796,New Pilgrim,Florent Bahuaud (uncredited)
796,Dipped Man,Scott Stevenson (confirmed)
796,Submariner on Clara's laptop,Scott Stevenson (confirmed)
797,The Doctor,Matt Smith
797,Clara,Jenna-Louise Coleman
797,Angie,Eve De Leon Allen
797,Artie,Kassius Carey Johnson
